idx,dust_av,age,mass,tauGyr
0,0.1648691903421713,0.2032911081660815,7.885366660500214,0.0330354477246532
1,0.2008517572931338,0.4702480533753313,8.297677735406536,0.0871459775662365
2,0.19786299417290612,4.033993194275275,8.184614779714327,1.2739737806583311
3,0.001,0.7216364022206547,8.36011019137045,0.2425883215430397
4,0.001,0.6994639566523551,8.373326782804572,0.5106830458053305
5,0.08059182449752017,0.8265444287294271,7.629000986652257,0.6060364290600058
6,0.4488191139005984,4.5293594528719785,10.993512669618225,0.6579691106823898
7,0.001,0.3981584007117889,7.565025588307169,0.08957940934760403
8,0.7598801007501801,0.7151506232289464,9.535678814103537,1.0226443013904023
9,0.5421368754818956,0.4082256848043896,8.290803195318121,8.622035548936557
10,0.001,3.9912821969369694,8.095127823175758,1.9137152251379228
11,0.001,0.2540591649973676,7.977726295022084,0.10497383884862292
12,0.1496828406898802,0.38720704121299626,8.580421182203517,0.14988660353936512
13,0.06734090809871086,0.6604782432029587,8.29021278831279,0.4018216912906007
14,0.021387970727951938,0.17918517942967446,7.5050030154061504,0.7989655630139391
15,0.06231830804775273,0.10995177361994964,7.452544667776006,0.018187704809690026
16,0.5364141901723024,0.08367746881107467,9.3296145668632,0.028059519146752945
17,0.001,0.5317102334820476,8.143469117967825,0.4441444193574775
18,0.12045045021922328,1.0512810189573647,8.036798621101124,0.371374257957743
19,0.14692303099362353,0.5590167599684704,7.914209178471165,0.14947774844554906
20,0.11184457273461608,1.0276707091584798,8.746104478528494,1.2482332284959106
21,0.6156284473732835,1.3031837475223762,9.584178751622302,1.1175227470934046
22,0.03667933131736737,0.11580784674620892,7.3147022183547055,0.017195471422044955
23,0.20083671055312327,0.07880241622106035,7.396342776556809,0.01676536708544946
24,0.027468747432540956,0.21882764771198168,8.640863682189291,0.07999113189126003
25,0.9179741334469992,0.5880904744956541,8.994206312516374,0.8331645257032564
26,0.001,0.5512681257098743,7.464687760638807,0.1442464320904803
27,0.001,0.46585186281358204,7.761070129131673,0.1131173343618716
28,0.6433002628712394,1.9758216693051769,10.491762603004664,0.3122854517230828
29,0.10029978807981857,0.5813173196684768,8.263955578565731,0.22107348986056355
30,0.12255071392489487,0.9584821767588684,8.590689580361412,0.5358532350833654
31,0.2499109116097005,1.196421565924715,8.643371542270527,0.6987868165027739
32,0.001,0.4863710555571169,7.700011286854748,0.16642601427018766
33,0.001,0.5082273882663088,8.061049598602908,0.28578235210216946
34,0.001,0.5918727260620769,7.152665106657326,0.3275243437559208
35,1.0476591127510448,0.3930287127453108,9.762821358482867,0.12126922903284565
36,0.7955276725889135,0.41706543630904014,8.947052598533023,0.7875981983626643
37,0.09773806560495686,0.9676306636878595,9.578560868184004,0.3573512202821469
38,0.016122967209459244,1.287655694448805,8.35165944575191,0.3734056371159525
39,0.3974097319527412,0.8122560588411881,8.519069268546339,1.1326539489083125
40,0.1277136190772224,0.3033101133937791,7.899404268047363,0.060370150040504014
41,0.08165807475294376,0.3253016209970601,8.648855325543657,0.1169273958981366
42,0.12951989169871306,1.7116697211402605,8.024827286516638,0.28364420962316195
43,0.03877371432832368,0.5987528257032482,8.41218164799717,0.15900920560503276
44,1.2234620427638354,0.1722868833790732,8.294373883678668,0.1499729904002333
45,0.02584938926277769,1.2345053524790102,8.383273299960567,0.09666567490734734
46,0.19333981203577327,0.5843321410440582,8.559203138995679,0.27167133636055746
47,0.16484674963230428,1.0180401976446758,9.261502262251456,0.3808471710818336
48,2.3605146006249527,0.15473978791141746,10.756307173294909,0.010667627793461018
49,0.6686020836512258,0.5289153181521878,9.716402883665756,0.5831187060274367
50,0.0072094865115793685,0.8259959592271641,8.121772022275199,0.15425323795048118
51,0.08629785758593006,0.6414958662694896,8.507101900487159,0.2759649005593099
52,0.06391058585974865,0.5300633064486774,7.9198806456572655,0.27916437190899296
53,0.001,0.4990835823151288,8.147649514054955,0.1380870874446533
54,0.1124169173244961,0.4208513655210708,8.279353383076705,0.09887458312833376
55,0.1031197720030264,0.35957762591537284,8.36583449354645,0.07671318583934107
56,0.001,0.6339227920160522,8.29882094429432,0.2801026011977998
57,0.05490313892782585,0.9748562189616614,8.11643642236828,0.9885793411662628
58,0.0115161208701687,0.7963784768355132,7.697491611141994,0.16481158913951566
59,0.3273740860333189,2.4053198450802347,9.744910575717554,0.2475391253055605
60,0.296168964926799,0.7721526088989837,9.230687178409923,0.7141963301613521
61,0.001,0.7560763320308967,8.533541179219421,0.259356563593018
62,0.6647426514535314,0.3835134501397346,8.216197429110165,0.05846083870301212
63,0.0894180798452512,2.1211995271915867,9.288442250017852,0.7181974913785305
64,0.001,0.50969275404311,7.146801165553132,0.7345688652961746
65,0.8450335873579444,0.9939335878541936,9.880157202161307,1.5318214183797965
66,0.001,0.8144446277633248,8.416594396846888,0.4237736717195789
67,0.3523576284586945,0.9395142623189672,8.284125101309954,0.4489806803333972
68,0.15641696346693873,0.1862898339169292,8.705259396161358,0.2545732123701309
69,0.001,0.5682550455240098,8.14788223059271,0.4633355207720397
70,0.030460384062755832,0.5925834803587943,8.263399006035531,0.0931622007886386
71,0.034320036165398984,0.8197996418345009,7.734074257935097,0.4034166113767098
72,0.04209660949652078,0.2668461636801144,8.194439569118495,0.07738843804744744
73,0.1608319310104323,0.8094988384209278,8.53954906249586,0.2384020364562108
74,0.7260629964916641,0.2938423137184644,10.025244604878921,0.10917685083892856
75,0.08122990051373312,1.1078524565375334,8.223470278328849,0.7499048704287632
76,0.2422078833057416,0.7793396444937156,8.164920776830291,0.19585369699062785
77,0.12741599393860434,1.4563912722387036,9.204922527223381,0.24135907152127276
78,0.001,0.5672686054568075,8.38632233086156,0.2379619029145673
79,0.025197619683052182,4.530510554134518,8.832494174594736,2.3271367414929096
80,0.001,1.3058536427000005,8.319468858858777,0.23138701530039546
81,0.7797243325843307,1.2955566027646763,9.847214493213466,0.7072385817582016
82,0.24410933625001485,1.36825504925616,8.348312347641011,1.6053021360575894
83,0.001,1.1802917632666323,7.913328445216393,0.4183304672282647
84,0.386054560638332,0.21161364738061886,9.658705298585726,0.11286255309916435
85,0.6257208440806259,1.3802700987909458,9.763590775137288,1.6188751421134644
86,0.8379077596624294,1.4987618581655568,10.034650144301636,0.48972564344752506
87,0.6676653940017518,0.10054695245921197,7.209604100016218,0.010877114347004054
88,0.001,0.8112859999111874,8.134021777582197,0.15332840324873426
89,0.001,0.6720300884272478,8.282909029664479,0.25371728474142896
90,0.03088996061664599,1.1041583422105827,8.309411528480439,0.4368129983755421
91,0.001,0.06777283409085529,7.596908881380697,0.011902731346843068
92,0.06297487332000096,3.9719614263570753,8.528173813582647,8.712544989230805
93,0.17967118226135534,0.5030802532652157,8.090008243627759,0.1126208721291815
94,0.3140112671564764,0.4021493046271585,8.70183355913865,0.1316639283940729
95,0.17951359358621666,1.2179263446615811,8.180022672813639,0.593199394670708
96,0.4727624286683473,0.3851865660465893,8.461245779722235,0.09614182263653157
97,0.001,1.217059077821186,8.273959085881556,0.2688011361394825
98,0.001,2.385265437163857,7.915695087883233,0.2205475825625958
99,0.17039091753439106,0.4471969171232271,7.928066162021973,0.22182236383559972
100,0.001,1.7688459904038607,8.766471764965246,0.3841520706570325
101,0.5986587344113179,0.6105271227320118,8.484320465403421,0.15200326737789774
102,0.2412927799994023,0.3594710039606965,8.369476926984994,0.11808595677169925
103,0.001,0.7204661638098703,8.830811231698643,0.6290688830577308
104,0.1327937796231553,0.5411367324567404,8.077987146527848,0.11566854316588487
105,0.001,1.5870572433225945,8.357437683898615,0.9713230101681531
106,0.001,0.12412084743227235,7.551912827806435,0.04341710893197143
107,0.10858689699718588,1.5083974873131618,8.859708753209075,0.7700331244273276
108,0.001,0.5341613552678514,7.548799952728777,0.28336059992813883
109,0.7021438295314151,0.2046897022792766,8.935321384134799,0.011941927887617566
110,0.03820363363701576,0.34411476607742525,7.677602315108997,0.09991320551586724
111,0.2886770785621909,1.073469992493029,8.953407326681235,0.297899848516341
112,0.4111432950568521,0.1925251364082391,8.330205867410235,1.1732670478321383
113,0.06791937409572334,0.2782155135083176,8.315417666837194,0.06896677916838401
114,0.09028241786215742,0.3001376824611015,7.988299440330853,0.10097857383061297
115,0.14306402191924306,1.2766873522728022,8.809524837699056,0.4816281051124607
116,0.3723557256000503,2.2150298156955515,10.36732629065715,0.36940609851265466
117,0.2554788152347881,1.6153327464005265,9.07156723113481,0.6095852461707661
118,0.059032846878887664,0.3778029814911603,7.705999173026089,0.1423883782746833
119,0.001,0.21344936249083316,7.7627644799294435,0.06120141422017857
120,0.001,0.31151580668866724,7.465684891093248,0.1125261971357894
121,0.056149491273069764,0.5695616571625284,8.364138918990445,0.12828498355871135
122,0.05260260477386386,0.34342430876070434,7.487245159669478,0.07203060193594074
123,0.14009118603619253,1.1314380705610771,9.102078090253592,0.4008102373770701
124,0.09788138193018264,1.803546770268451,8.431221898038906,1.7314826685165152
125,0.06758287239602953,1.2488461753872062,7.487765393067182,0.4828787052575442
126,0.5339680984670083,0.9904999187960232,9.401441183344117,0.5568754489503783
127,0.4799186420881606,0.11734773502055924,8.593633032756072,0.024340143139850924
128,0.0507333450679002,0.9384400278929951,8.949535831655494,0.35159020959148385
129,0.001,0.35286655872949474,8.315973320673287,0.0809172234529951
130,0.32325259888806424,0.19426464880083646,9.386693933369841,0.07812449400205516
131,0.19125915096759194,0.3209449217349221,8.347836282031192,0.10107637791677372
132,0.001,0.17479243256179364,7.561016487917852,0.02661158443106972
133,1.3204469598775417,0.11417050060674658,10.021807725218872,0.01702554832377303
134,0.1034540840642536,1.0375777284279035,7.67917408140428,0.4164901415055632
135,0.4909764439381339,1.3077251660893134,7.962534213052236,0.2856763590704928
136,0.06451139293373581,0.579169437589202,8.598146181942868,0.3751989933924793
137,0.001,2.5950778406585098,8.3366131842374,0.4189717750463364
138,0.02736078253105451,0.8997726690510476,9.0204559353949,0.4246495436968405
139,0.10941160795387588,0.5331027921277629,8.294166930368082,0.17125168338806865
140,0.016898702435922876,1.2842973832310602,8.029930532314086,0.7021609797364352
141,0.09665642185038004,0.27833566293725603,9.139478136524808,0.17986743999130542
142,0.001,2.2233961813533205,8.813660564188453,3.5913657810671897
143,0.014866007121871909,0.20027585441119386,7.268089733804011,7.5527611328227575
144,0.378967231972547,0.9479482541104092,9.156637897788974,0.2647918441462004
145,0.4982618095821979,0.5007891062481441,7.987951909171102,0.012694891948671388
